"id","senador","text","rol","genero","palabras"
"118","Ledesma Abdala","senadora vaya cerrando porque se cumplió el tiempo por favor","presidente","Mujeres",10
"119","Olalla","que mantener la prohibición no eliminará el sistema clandestino que está sobradamente demostrado que existe y no habrá mejora en el sistema de salud si seguimos despreciando o no llevando adelante la educación sexual integral hecho que provoca más dudas más ignorancia y de este modo estamos legislando si esto no se desarrolla estamos legislando en el vacío en definitiva la interrupción voluntaria del embarazo por la mujer debe ser incorporada como una nueva causa habilitante repito debe ser incorporada como una nueva causa habilitante lo que se encuentra dentro de las facultades de este congreso de la nación y en tal sentido se están ampliando los derechos en concordancia con la voluntad de la mujer por lo tanto adelanto mi voto positivo","senador","Mujeres",123
"120","Ledesma Abdala","gracias senadora tiene la palabra senador lovera","presidente","Mujeres",7
"121","Lovera","muchas gracias señora presidenta como hace dos años hoy nos convoca una media sanción de la cámara de diputados que intenta regular el acceso a la interrupción voluntaria del embarazo y a la atención posparto yo recuerdo que en aquel momento cuando iba escuchando la sesión y con el conocimiento de que los números no alcanzaban para consolidar la ley dije desde esta misma banca que quizás ese no era el día en que podríamos poner fin a los abortos clandestinos en nuestro país pero estaba seguro de que iba a ser muy pronto y no hacía falta en ese momento ser iluminado para entenderlo bastaba con mirar lo que pasaba en las calles en las redes inclusive en nuestros propios círculos familiares para comprender que los movimientos transversales e intergeneracionales de mujeres no iban a claudicar en su reclamo por el circunstancial hecho de haber recibido en ese momento un rechazo hoy señora presidenta senadoras senadores tenemos otra oportunidad para saldar una histórica deuda que tenemos con las mujeres y personas gestantes yo creo mucho en la política como la herramienta fundamental para transformar las realidades creo en el estado como principal promotor del bien común al servicio de la dignidad y de la libertad de las personas y creo en la justicia social en la justicia social como la condición de eficacia para lograrlo asegurando la igualdad de oportunidades y la inclusión social como lo hice cuando se debatió el tema en 2018 también cuando fundamenté mi voto quiero expresar y explicar porque me parece que es un acto de sensatez y honestidad el lugar desde el que hablamos cada uno de nosotros yo soy militante del partido justicialista y del humanismo cristiano y como tal reivindico los principios de la libertad la solidaridad la dignidad el desarrollo integral de las personas y la justicia social hoy estamos frente a un problema de salud pública no estamos debatiendo si estamos a favor o si estamos en contra del aborto debatimos sobre una práctica que ocurre en nuestro país debatimos si vamos a permitir que se siga manteniendo en la clandestinidad y se siga cobrando la vida de muchas mujeres o si vamos a hacer algo para que esto cambie estamos frente a una problemática que necesita una respuesta concreta por parte del estado y es evidente que la política de penalización ha fracasado no evita que las mujeres interrumpan sus embarazos solo lo que hizo fue empujarlas hacia la clandestinidad la compleja situación de encontrarse ante un embarazo no deseado atraviesa a las mujeres de todas las clases sociales pero afecta y golpea especialmente a las de menores recursos ya que en general son ellas las que mueren por llevar adelante la interrupción del embarazo en muchos casos en pésimas condiciones sanitarias hoy tenemos la posibilidad de contar con herramientas que garanticen a todas las mujeres y personas con capacidad de gestar el acceso a servicios sanitarios seguros el acceso a consejerías de asesoramiento en salud sexual y reproductiva y a métodos anticonceptivos y junto con la ley de educación sexual integral y junto con el programa de salud sexual y procreación responsable viene a consolidar una política pública integral en materia de salud y todas estas herramientas inclusive con la más reciente la ley micaela son herramientas por excelencia con que cuenta nuestro país no solo para prevenir embarazos no intencionales sino además para acompañar a los niños a las niñas y a los adolescentes en ese proceso del conocimiento de su cuerpo y sus derechos ayudándolos a identificar y prevenir situaciones de abuso y en el caso de la ley micaela además capacitación capacitación con perspectiva de género a los poderes del estado para desarmar las tramas de desigualdad y la violencia patriarcal en ese mismo sentido en ese mismo sentido de integralidad debemos interpretar también la decisión del gobierno la decisión del poder ejecutivo de presentar junto con este proyecto la iniciativa que denominamos la de los mil días que está destinada a acompañar a mujeres y a personas gestantes y a niños y a niñas hasta tres años de vida o sea acá queda de manifiesto que la intención es respetar la voluntad y la autonomía de las mujeres y otras identidades con capacidad de gestar ya sea que decidan interrumpir su embarazo o sea que quieran continuar con él lo cierto es que estamos ante un problema de salud pública que necesita una respuesta concreta por parte del estado y la necesita ahora porque es urgente ya lo era en 2018 y las circunstancias con pandemia o sin pandemia no han cambiado y nuestra negativa frente a la consolidación de un marco legal para la interrupción voluntaria del embarazo no evitó en estos dos años que las mujeres y otras identidades gestantes abortaran entonces es evidente que ni la penalización ni nuestra indiferencia evitan que las personas aborten solo ha servido para que quienes tengan los recursos suficientes sí puedan acceder a la práctica en condiciones sanitarias seguras pero quienes no tienen esos recursos tengan que abortar en la clandestinidad poniendo en riesgo su salud y su vida por eso no estamos aquí para debatir si estamos a favor o en contra del aborto que en definitiva no es más que una decisión personalísima y que cada quien tomará en el ámbito de su intimidad porque la planificación de la vida en general y la planificación de la maternidad en particular es indelegable lo que estamos debatiendo es si vamos a permitir que se sigan haciendo en la clandestinidad y se sigan cobrando las vidas de mujeres o si vamos a hacer algo para que esto cambie y aquí es donde radica nuestra responsabilidad como poder del estado nos eligieron para que legislemos en pos de mejorar la calidad de vida de las y los argentinos y la evidencia muestra que los países como el nuestro con marcos legales restrictivos no reducen el número de abortos lo que hacen es aumentar la proporción de abortos inseguros todo lo contrario los países que han legalizado o han regulado esta práctica han visto disminuir los índices de mortalidad y han visto disminuir enormemente las hospitalizaciones por las complicaciones posparto y saben quiénes estuvieron acompañando a las mujeres durante todo este largo tiempo otras mujeres porque además de enfrentarse a diario con las dificultades propias ocasionadas por las múltiples desigualdades que hoy aún persisten también ponen el cuerpo se organizan para ayudar para guiar para cuidar y para salvarles la vida a otras mujeres por eso señoras senadoras y senadores hoy tenemos otra oportunidad para demostrar que estamos a la altura de nuestro tiempo y tenemos dos opciones podemos continuar negando hipócritamente negando hipócritamente la realidad que viven miles y miles de mujeres en la argentina o podemos garantizarles la igualdad de oportunidades el pleno goce de sus derechos la autonomía la libertad y sobre todo la vida digna señora presidenta en un mundo justo en un país justo las niñas no son madres y ninguna persona es obligada a gestar a parir a maternar en contra de su voluntad así que por esto por lo expuesto señora presidenta voy a votar a favor y espero que esta vez que esta vez sí sea ley muchas gracias señora presidenta","senador","Hombres",1213
"122","Ledesma Abdala","gracias senador tiene la palabra senadora crexell","presidente","Mujeres",7
"123","Crexell","gracias señora presidenta hoy estamos retomando ese debate que se inició hace ya más de dos años en el ámbito parlamentario y que a pesar del rechazo","senador","Mujeres",27
"124","Ledesma Abdala","disculpe puede encender su micrófono","presidente","Mujeres",5
"125","Crexell","ah perdón","senador","Mujeres",2
"126","Ledesma Abdala","gracias senadora","presidente","Mujeres",2
"127","Crexell","como decía a pesar del rechazo de ese proyecto que se puso a consideración en esta cámara el debate siguió presente en la agenda social y en la agenda política en ocasión de ese debate yo presenté un proyecto de despenalización hasta la semana doce como una manera tal vez de armonizar o de acercar esas dos posturas irreductibles que había en ese momento pero no fue tratado y sigue con estado parlamentario no habiendo sido considerado lo cierto como decía es que hoy retomamos ese debate sobre un tema que suscita hondas pasiones y reflexiones en la sociedad argentina que entrecruza creencias valores convicciones pero sobre todo pone de manifiesto problemáticas estructurales que atraviesan y definen a nuestro país y su desgarradora deuda social estando hoy en este recinto reafirmo la necesidad de escuchar y respetar todos los argumentos porque más allá de nuestro grado de acuerdo con cada uno de ellos representan ideas presentes en nuestra sociedad y es correcto que este congreso sea la caja de resonancia de todas esas miradas digo esto porque repudio toda manifestación que sea ofensiva o descalifique cualquiera sea la posición asumida por un legislador porque además las considero un fuerte agravio a la pluralidad sobre la cual se sustenta nuestro sistema político y a cada uno de los ciudadanos que eligieron sus representantes que hoy integran este cuerpo dicho esto me voy a referir a la posición que asumiré con relación a este proyecto y sobre la cual he reflexionado profundamente no cambié mis creencias personales no cambié mi modo de pensar respecto de lo que creo sobre el aborto cambié el enfoque desde el cual entiendo debe ser abordado no se trata de feminismo o religión el aborto clandestino es una causa silenciosa que mata lastima y escribe historias muy tristes de nuestro país que muchos todavía se niegan a ver como ya lo dije es un tema de enorme complejidad y como tal no admite ni posiciones absolutas ni respuestas obvias es un debate que afecta emocionalmente a gran parte de los argentinos tanto a aquellos que están a favor como a los que están en contra porque hay demasiados sentimientos puestos en juego y ello demanda respeto pero desde mi rol de legisladora nacional con absoluta buena fe y sin menospreciar las posiciones de nadie me he enfrentado al tema para decidir desde la mirada que considero que debe tener el estado y que nos obliga a arribar a aquellas alternativas que privilegian el bien común y atiendan las necesidades reales lamentablemente se ha llegado este punto del debate que no ha sido lograr una síntesis que acerque las posturas confrontadas y ello tal vez nos obligue a elegir una de las alternativas que no sea la más óptima el proyecto que se trae a consideración podría haberse mejorado sustancialmente si no hubiese sido por las posiciones intransigentes y extremas que dominaron el debate entre algunas de las observaciones que se pueden señalar y que fueron motivo de discusión está la regulación del instituto de la objeción de conciencia en forma insuficiente y confusa el nuevo régimen penal de los agentes de la salud el régimen de información para la persona gestante la calificación de orden público de cuestiones administrativas en el ámbito de la salud pública y también la naturaleza jurídica del aborto que no queda del todo clara ahora bien el aborto no es la solución se afirma que el aborto no es la solución y coincido pero yo diría el aborto no es la única solución para resolver los embarazos no deseados ni ninguna de las problemáticas sociales relacionadas también comparto la afirmación de que el estado no ha hecho lo suficiente para implementar programas necesarios para combatir esta situación sin embargo el aborto sucede allí donde han faltado o fallado las instancias de prevención y protección adecuadas para asegurarle a cada niña adolescente y mujer la correspondiente atención pero también han fallado otras instituciones han fallado las instituciones religiosas por ejemplo el sistema de salud educativo de justicia ha fallado la sociedad en sus diversas facetas no busco provocar una confrontación solo quiero que dejemos de hablar con eufemismos que dejemos de engañarnos y esconder lo que no nos gusta ver no es un debate fácil no es un debate cómodo no es un debate para quedar bien con nadie es un debate que debe darnos una solución los abortos no deberían existir es otra de las cuestiones que se afirman pero los abortos existen y entonces me pregunto qué es lo que falló la estrategia punitiva fracasó y peor aún castigó duramente a mujeres por condenarlas injustamente es la historia de yamila de eliana de inés de paloma es la historia de muchas mujeres que sufrieron la aplicación de una justicia injusta si me permiten el juego de palabras que ha convalidado negando la discusión de un tema que todos sabemos que está pero que muchos no quieren ver está demostrado que la prohibición y la criminalización no disuaden la realización de los abortos sino que además ponen en riesgo a las mujeres entonces la pregunta que cabe realizarse es qué cambió desde 2018 cuando se rechazó el proyecto de ive nada cambió desde entonces las mujeres siguieron abortando y muchas de ellas en condiciones de soledad ocultamiento e inseguridad otro de los asuntos que tiene aparejado el aborto clandestino es el de los indicadores sanitarios ya me referí a la criminalización pero no menos importante es analizar los efectos debido al ocultamiento de esta realidad que repercute directamente en el diseño de políticas sanitarias y educativas la situación de clandestinidad priva al estado de contar con los indicadores sanitarios para diseñar e implementar las medidas necesarias para combatirlo todos aquí coincidimos en que es necesario bajar la incidencia del aborto pero cómo lo podemos hacer si ni siquiera contamos con datos fehacientes que nos permitan tomar la verdadera dimensión o magnitud de esta situación por eso creo que el debate no puede seguir dándose en un nivel de abstracción moral filosófica religiosa jurídica el debate debe ser sobre los hechos concretos créanme que seguir discutiendo la armonización del artículo 19 del código civil y comercial con la constitución nacional y con los principios o instrumentos de derechos humanos receptados en nuestro ordenamiento jurídico me resulta poco ético mientras mujeres ponen en riesgo su salud y muchas veces su vida por la indiferencia del estado también me pregunto cómo resolvieron este dilema países como uruguay irlanda italia españa o acaso son países que no adscriben a un ordenamiento jurídico en defensa de la vida y en la defensa y la promoción de los derechos humanos para ir cerrando señora presidenta quiero decir las consideraciones que tuve en cuenta primero porque considero que estamos ante una cuestión de salud pública porque el aborto clandestino produce muertes y morbilidad evitable en poblaciones jóvenes y sanas y somete a muchas mujeres a procedimientos inseguros y degradantes que dañan su salud afectan su capacidad reproductiva y producen la muerte y esto es evitable no les parece motivo suficiente en segundo lugar estamos ante una cuestión de derechos humanos porque la negación a la salud es un acto intolerable de discriminación hacia las mujeres y una violación de sus derechos fundamentales ya se refirió la senadora almirón e ilustró la cruda realidad de las niñas de entre 10 y 14 años que son obligadas a gestar parir y criar hijos producto de los abusos sexuales ya demasiado tormento se les hace pasar a través de un abuso como para encima después obligarlas a gestar un niño que no desearon urge decir que todavía hay provincias que no cuentan con protocolos para asegurar la interrupción legal del embarazo y algunas que los tienen los incumplen sistemáticamente también estamos frente una cuestión de justicia social porque la pobreza y la marginación son factores determinantes en el acceso a procedimientos seguros es un hecho insoslayable que aquellas personas que no cuentan con los recursos necesarios se exponen a situaciones de extrema precariedad humillación y riesgo para su salud y además la criminalización del aborto agudiza la selectividad del sistema penal que se dirige principalmente contra personas que por su condición social económica y cultural son más vulnerables para cerrar señora presidenta porque no me es indiferente el drama del aborto clandestino que provoca muertes y criminalización de mujeres en situación de vulnerabilidad porque creo que esta ley no le cambia nada a los que se oponen pues será una ley a la que no tendrán que apelar pero por el contrario sí creo que le cambia todo a aquellas personas de nuestra sociedad que necesitan que el estado las visibilice y las asista porque creo en la secularización del estado porque creo que negarse y negar la realidad de tantos abortos que existen en nuestro país es un tremendo acto de hipocresía fundamentalmente cuando las discusiones se dan en el plano de lo abstracto porque defiendo y lucho por las mujeres en especial aquellas que no tuvieron la oportunidad y la contención que tuve yo siempre desde mi familia pero fundamentalmente de mi madre luz sapag además los que la conocieron saben que jamás hubiera condicionado mi voto a pesar de tener una posición distinta por eso señora presidenta es que voy a acompañar este proyecto de ley muchas gracias","senador","Mujeres",1559
"128","Ledesma Abdala","gracias senadora tiene la palabra senadora maría teresa gonzález","presidente","Mujeres",9
"129","González María Teresa","buenas noches señora presidenta muy buenas noches a todos los colegas senadores y senadoras en primer lugar quiero agradecer el respeto con el que estamos llevando a cabo esta sesión y quiero resaltarlo es en la diversidad de los pensamientos donde surgen nuevas propuestas nuevos caminos y también nuevos entendimientos por todo esto muchas gracias a los señores colegas aquí presentes estamos culminando un año muy crítico y de difíciles circunstancias como consecuencia de una pandemia producto de un virus desconocido altamente contagioso y potencialmente mortal el sarscov2 de un brote inicial en wuhan china hace un año la enfermedad covid19 se propagó rápida y velozmente por el mundo entero y la argentina no estuvo ni está exenta también debo decir que es uno de los años más prolíficos del congreso de la nación desde el punto de vista legislativo a pesar de los inconvenientes de funcionamiento provocados por el flagelo de la pandemia hemos enfrentado y dado soluciones a nuestra nación con medidas acordes a las adoptadas en el orden mundial todas repito todas con el objetivo de preservar la vida de los argentinos y las argentinas en este senado hemos sancionado leyes que implicaron la protección de derechos conquistados y también sus ampliaciones que incidieron de manera directa en millones de argentinos y argentinas en un párrafo aparte quisiera destacar y resaltar a los miles de argentinos entre ellos personal de salud y de fuerzas armadas y de seguridad que dejando a sus familias ofrendaran heroicamente sus vidas solo con el propósito de preservar la vida de otros argentinos hoy en nuestro país se ha dado inicio de manera simultánea a la vacunación contra el coronavirus en todas las provincias sin lugar a dudas el día de hoy marca un hecho de trascendental importancia que salvará innumerables vidas de todos nuestros compatriotas hoy también en este senado debatimos el proyecto de ley en revisión sobre regulación del acceso a la interrupción voluntaria del embarazo y a la atención postaborto también el proyecto de ley venido en revisión por el que se crea la ley nacional de atención y cuidado integral de la salud durante el embarazo y la primera infancia defender la vida sí o no en qué casos se justificaría defender la vida hasta el extremo de llegar a ofrendar la propia por el otro y en qué casos la misma vida no importa nada es un material de","senador","Mujeres",402
"130","González María Teresa","estamos en esta situación ahora nosotros tenemos la constitución nacional que claramente establece en su artículo 75 inciso 22 que los acuerdos y tratados internacionales tienen jerarquía constitucional superior a las leyes de la nación ahí podemos mencionar la declaración americana de los derechos y deberes del hombre la declaración universal de los derechos humanos la convención americana sobre derechos humanos el pacto internacional de derechos civiles y políticos la convención sobre los derechos del niño entre otros todos ellos con compromisos explícitos acordados por nuestro país de proteger el máximo bien común para todo ser humano que es el derecho a la vida la constitución de mi provincia formosa en su artículo 5° expresa todo ser humano tiene derecho a la vida desde el momento de su concepción y a su integridad psicofísica espiritual y moral el estado provincial propenderá a la concientización de las responsabilidades inherentes a la generación de la vida los legisladores tenemos el mandato delegado del pueblo de proteger los preceptos constitucionales nacionales y provinciales de respetar el orden de jerarquía de nuestras normas jurídicas de honrar como país los compromisos internacionales suscriptos si queremos ser respetados como nación y como provincia en este senado estamos debatiendo el derecho a vivir del ser humano no nacido o del derecho de la persona gestante a decidir o no la destrucción del ser concebido y es así que quisiera hacer algunas reflexiones al respecto provengo del movimiento justicialista peronista y sobre todas las cosas quisiera decir que siempre y repito siempre toda la política de nuestro movimiento estuvo dirigida a defender la vida todas ellas sin exclusión alguna y podemos nombrar varias de ellas estaríamos mucho tiempo muchas horas nombrando los derechos logrados los derechos conquistados las leyes que han incluido y han ganado derechos en todos los aspectos diarios de la vida del ser humano de la vida del argentino y de la argentina así podemos mencionar la fertilización asistida el plan nacer el control prenatal del embarazo la asignación prenatal para las embarazadas la ley de asignación universal por hijo e hija la ley del divorcio y así podemos seguir toda la noche pero qué pasa hoy ocurre algo totalmente diferente algo que realmente nos interpela y nos interpela a todos y a todas hoy pensamos muchos de nosotros que el aborto va a paliar la problemática y a solucionar la gran brecha que tenemos las mujeres en la argentina el sometimiento los abusos","senador","Mujeres",409
"131","González María Teresa","y la discriminación que sufren todas las mujeres en nuestra argentina pensamos esto como única solución y esto lastimosamente no soluciona absolutamente nada por qué porque en tanto y en cuanto la mujer no tenga el acceso a la educación necesaria y suficiente va a seguir sojuzgada en todos o muchos de los ámbitos en los que debería actuar y disentir sin lugar a duda creo que la eliminación de la vida por nacer no es la solución creo que la solución está en políticas públicas en salud y en educación que nos incluya a todos y a todas políticas públicas que se han desarrollado y se vienen desarrollando en este gobierno que creo que deberían ahondarse cuantificarse y cualificarse y por sobre todas las cosas se debería tener un diagnóstico correcto y exacto del territorio de las diversas y diferentes realidades de los distintos pueblos y provincias de nuestra argentina como ya decía anteriormente el senador closs los territorios y las provincias no somos iguales tenemos distintas costumbres en nuestro caso nuestra provincia es multiétnica y pluricultural y es en ese crisol donde se deben ir dando las políticas públicas en salud en educación y por sobre todas las cosas en prevención bienvenido sea el plan de los mil días sin lugar a dudas va a ocupar un espacio muy importante para el desarrollo de nuestra población aun así insisto el aborto no es la solución debemos ahondar más profundamente en políticas que realmente pongan en un pie de igualdad a todas las mujeres de nuestra argentina señora presidenta hoy no es un día cualquiera hoy nos toca decidir y nos toca decidir precisamente sobre la vida de un ser niño o niña en gestación no debemos cometer un error las vidas que se pierden no se recuperan y ahora sí quiero apelar a la consciencia de mis colegas senadores encolumnados detrás del pensamiento justicialista y peronista marchamos muchos un pensamiento tremendamente humanista hay quienes apoyamos ese ideario político y compartimos fielmente su proyecto en ese convencimiento es que mi voto en este proyecto de ley es negativo señora presidenta","senador","Mujeres",351
"132","Ledesma Abdala","gracias senadora tiene la palabra el senador pais","presidente","Mujeres",8
"133","Pais","gracias presidenta al igual que en el año 2018 voy a comenzar afirmando que voy a votar positivamente este proyecto de ley más allá de los conflictos que genera en nuestra sociedad el debate de esta ley creo que una vez que se sancione y esperamos que sea ley hoy va a conllevar una sociedad más justa más igualitaria una sociedad sin un conflicto determinante como el actual donde se condena a las mujeres y se las priva de su autonomía de voluntad es una ley que hace a la salud pública pero que en lo esencial también hace al respeto a la autonomía de voluntad de la persona gestante y fundamentalmente hace a la libertad es una ley que en modo alguno y acá no estamos utilizando como algún senador sostuvo artilugios y recursos interpretativos para decir que es constitucional y que se cumple incluso con el de convencionalidad que está en los tratados incorporados a la constitución nacional la constitución nacional no manda penalizar el aborto ni manda despenalizar la constitución nacional protege a la persona gestante protege el embarazo pero también protege a la persona humana y protege fundamentalmente a la mujer pretende que no sea discriminada y protege la autonomía de voluntad acá estamos hablando de una ley que en modo alguno vulnera la constitución ni tampoco el derecho positivo nacional se ha mencionado el artículo 19 del código civil y comercial pero se ha omitido el artículo 21 del código civil y comercial el 19 dice que la existencia de la persona humana comienza con la concepción pero el artículo 21 de ese mismo código al cual no se lo nombró dice que los derechos y obligaciones del concebido implantado en la mujer quedan irrevocablemente adquiridos si nace con vida y a continuación dice que si no nace con vida se considera que la persona nunca existió esa norma existe es derecho positivo y no ha sido tildada de inconstitucional nos hemos desgarrado e invocado desde muchos sectores para fundamentar el rechazo y la protección diciendo sí a la vida se ha sostenido que las convenciones sobre derechos humanos incorporadas a la constitución protegen en forma absoluta la gestación de la persona por nacer y el derecho a la vida lo protegen claramente pero no hay derechos absolutos también protege a la mujer también nos manda no discriminar y fundamentalmente cuando hablamos de los tratados y las convenciones los mismos comités de interpretación que conforme la argentina ha adherido son los que interpretan la aplicación de esas normas y aun la controlan dentro del derecho interno de la argentina nos dicen todo lo contrario a los que refieren que esa protección es absoluta de la vida y qué nos dicen fíjese que en el año 2018 la comisión americana de derechos humanos ante una consulta porque estábamos tratando la ley de despenalización del aborto en 2018 de diputadas y diputados le contesta a la argentina que no es admisible otorgar la condición de persona al embrión justamente lo que dice el código civil y comercial nuestro y ratificó la compatibilidad de la convención americana con los proyectos de interrupción voluntaria del embarazo que se debaten en este congreso no estaban condenando la ley no decían que era inconstitucional ni decían que era un derecho absoluto acá vino en el debate en el senado el doctor luis pedernera que es el presidente del comité de la convención sobre los derechos del niño de naciones unidas fue elegido junto con otros 17 expertos a nivel mundial por 194 países para integrar el órgano de control y de interpretación de la convención sobre los derechos del niño este funcionario de naciones unidas dijo ante los senadores que esta ley es perfectamente constitucional que no vulnera los derechos del niño y que fundamentalmente está cumpliendo una recomendación y una observación que le señalizó al estado argentino en el año 2018 ese comité que es el órgano de interpretación en el año 2018 en la supervisión que realiza al estado argentino este comité le decía que habían encontrado un número elevado de embarazos en adolescentes alto riesgo de muertes por embarazos en adolescentes un sistema de justicia que llega tarde y no reconoce los tiempos de las niñas violadas y abusadas para evitar el aborto terapéutico por lo que esas niñas son obligados a parir falta de educación sexual integral falta de acceso a métodos anticonceptivos impunidad de los violadores y abusadores por eso en el párrafo 32 de ese documento donde hace recomendaciones y observaciones a la república argentina emitido en octubre de 2018 le pedía al país que garantice que la salud sexual y reproductiva forme parte de un plan de estudios escolar obligatorio que en su formulación participen adolescentes de ambos sexos que se preste especial atención a la prevención de los embarazos precoces y de las infecciones de transmisión sexual que garantice el acceso de los adolescentes a los servicios de aborto sin riesgo y de atención posterior al aborto asegurándose que la opinión de la interesada siempre sea escuchada y tenida debidamente en cuenta en el proceso de decisión y por último que asegure que las adolescentes dispongan de información sobre los métodos de planificación familiar y anticonceptivos modernos en formatos accesibles confidenciales y en sus lenguas de pueblos originarios dijo el doctor pedernera presidente de este comité que el estado argentino estaría dando un paso relevante para garantizar el derecho a la vida al disfrute de la atención a la salud de la mejor calidad respetando el interés superior de las niñas y las adolescentes y cumpliendo con las recomendaciones que le formulamos si sanciona esta ley de eso estamos hablando no hay derechos absolutos pero acá estamos hablando de un tema de salud pública y un tema de derechos humanos sí de un tema de derechos humanos de derechos humanos de la mujer de la mujer que es discriminada desde hace un siglo en nuestro país está despenalizado el aborto de la mujer violada en ese caso la mujer violada la mujer ultrajada violada tiene el derecho a decidir si gesta o no gesta es decir si prosigue con su embarazo o si pide la interrupción en ese caso aun con la resistencia de estados provinciales y aun con la resistencia de profesionales médicos la corte suprema de justicia en el año 2012 dio un señero fallo que puso las cosas en su lugar dando preeminencia a la autonomía de voluntad de la mujer ahora bien esa autonomía de voluntad que se le reconoce a la mujer violada se le desconoce al resto de los casos de las mujeres que han quedado embarazadas y que en su proyecto de vida y en su decisión personal no quieren proseguir con el embarazo ahí sí la sociedad les dice te penalizamos por el aborto te privamos de esa autonomía de voluntad con el código penal e invocamos la constitución no es así estamos avasallando la autonomía de la voluntad estamos avasallando derechos fundamentales de las mujeres de las personas gestantes estamos avasallando la libertad de las mujeres estamos discriminando y eso sí es una violación de derechos humanos y eso sí configura tortura debemos respetar la autonomía de la voluntad saben qué estamos condenando y castigando el derecho al disfrute el derecho al goce sexual y el derecho a tener relaciones consentidas es así no les permitimos la autonomía de voluntad a la que fue violada sí se lo permitimos como vemos no hay derechos absolutos si tenemos que defender la vida como se dice desde algunos sectores también deberíamos prohibir que se aborte en los casos de mujeres violadas ahí reconocemos el derecho de la autonomía de la mujer la violación o no violación no implica que condenemos el disfrute así recuerdo perfectamente cuando el exsenador recientemente fallecido lamentablemente pino solanas en 2018 también hablaba de libertad también hablaba del derecho al disfrute y al goce de la mujer también hablaba del derecho al placer de las mujeres también hablaba de su libertad y de su no discriminación eso hoy estamos tratando debemos reivindicar también ese derecho no debemos discriminarla no puede ser que a algunas mujeres mujeres y niñas les reconozcamos el derecho a que decidan sobre la gestación y en otras usemos el código penal para privarlas de la autonomía de voluntad y obligarlas a que prosigan un embarazo eso también es tortura con daño grave y psíquico eso también es obligarlas a que en muchos casos si su voluntad es compatible con ello busquen la ilegalidad busquen la clandestinidad para el aborto estamos condenando por supuesto también a quienes no tienen un poder adquisitivo para recurrir a métodos más sofisticados y a la protección del sistema de seguridad social o aún a médicos privados para que le faciliten la interrupción del embarazo en condiciones de seguridad y de salubridad estamos entonces condenando a esas mujeres que fallecen o ven perturbado su posterior proyecto de vida ante los casos de los daños irreparables que le producen los abortos en la clandestinidad se ha invocado también el artículo 75 inciso 23 de la constitución se nos dice que esa norma que manda a proteger el embarazo también es absoluta y que imposibilita que nosotros podamos sancionar este proyecto y que sea inconstitucional si así fuera vuelvo a decir tampoco sería constitucional y legalmente positivo que autoricemos el embarazo de las mujeres violadas no dice eso la constitución manda a proteger pero no manda penalizar el aborto sabe lo que dice en ese caso invoco al convencional constituyente doctor ricardo alfonsín el doctor ricardo alfonsín en la convención del año 1994 expresamente dijo que la cláusula del artículo 75 inciso 23 no le dice a la legislatura que penalice el aborto o que libere cualquier posibilidad del aborto sino que se trata de una iniciativa que podría estar perfectamente vinculada a la legislación de un país que acepte el aborto como es suecia y también podría estarlo respecto de un país como irlanda que lo prohíbe ahora acotamos que en el año 1994 irlanda prohibía el aborto hoy en irlanda la interrupción voluntaria del embarazo es legal también ha progresado no ocurrió una hecatombe no ocurrió un desastre la sociedad se percibió después de la sanción de esa ley como una sociedad más justa más igualitaria y con más inclusión de eso queremos hablar cuando citamos esta ley esta ley incluso tiene un complemento que mejora a la del año 2018 y es la otra ley la denominada ley de los mil días con la que vamos a querer proteger y mejorar la protección desde el estado a la mujer gestante y a los niños en su primera edad esto también es importante y constituye un complemento necesario debemos reforzar el rol del estado en materia de salud pública en materia de educación pero fundamentalmente también debemos","senador","Hombres",1813
"134","Ledesma Abdala","tiempo senador","presidente","Mujeres",2
"135","Pais","respetar la autonomía de voluntad de las mujeres vamos a bregar para que esto sea ley para que tengamos una sociedad más justa y para que dejemos de discriminar a las mujeres los derechos humanos son también para las mujeres en tal sentido tenemos que romper una de las últimas vallas que consolidan en el derecho positivo la discriminación que le penaliza la libertad a las mujeres y que las discrimina muchas gracias presidenta","senador","Hombres",74
"136","Ledesma Abdala","gracias senador tiene la palabra senador snopek","presidente","Mujeres",7
"137","Snopek","muchas gracias señora presidenta sigo manteniendo mi posición estoy a favor de la vida tal cual lo prescribe nuestro código civil desde la concepción pero entiendo que hoy atravesamos una situación muy difícil teniendo en cuenta que en los dos últimos años del tratamiento de este proyecto en el congreso de la nación no hicimos absolutamente nada este es un tema que trasciende a la representatividad a nuestra función como legisladores e involucra a todos los ciudadanos de este país por lo cual considero que la forma de resolverlo sería a través de una consulta popular es decir que sea el pueblo a través del sufragio el que decida jujuy mi provincia tiene uno de los niveles más altos de suicidios por embarazo adolescente se encuentra por arriba de la media del país así como lo han escuchado y el gobierno provincial no trabaja para prevenirlos el presidente nos ha remitido esta ley pero considero que él tiene la responsabilidad se apruebe o no de que en el próximo proceso electoral sea el pueblo a través del voto el que decida si esta ley es legítima o no muchas gracias señora presidenta","senador","Hombres",192
"138","Ledesma Abdala","gracias senador tiene la palabra senador recalde","presidente","Mujeres",7
